result,matchday,home_form_pts,home_form_gf,home_form_ga,home_form_gd,home_form_wins,home_form_draws,away_form_pts,away_form_gf,away_form_ga,away_form_gd,away_form_wins,away_form_draws,home_home_pts,home_home_gd,away_away_pts,away_away_gd,pts_diff,gd_diff,home_position,away_position,position_diff,home_league_pts,away_league_pts,league_pts_diff,home_league_gd,away_league_gd,elo_home,elo_away,elo_diff,home_shots_avg,home_shots_against_avg,home_sot_avg,home_sot_against_avg,away_shots_avg,away_shots_against_avg,away_sot_avg,away_sot_against_avg,shots_diff,sot_diff,corners_diff
H,20,1,3.0,9.0,-6.0,0,1,10,10.0,8.0,2.0,3,1,4,-4.0,11,5.0,-9,-8.0,15,7,-8,107,193,-86,-45.0,9.0,1426.7004587867873,1560.1804755389312,-133.4800167521439,10.0,11.8,2.0,4.6,13.4,13.6,4.8,4.8,-3.4000000000000004,-2.8,0
D,20,2,2.0,6.0,-4.0,0,2,11,7.0,2.0,5.0,3,2,2,-6.0,5,-4.0,-9,-9.0,14,9,-5,146,181,-35,-48.0,14.0,1401.8847690385855,1559.0060853181233,-157.12131627953772,12.4,11.8,4.0,3.6,6.6,15.4,3.4,4.2,5.800000000000001,0.6000000000000001,0
A,20,3,6.0,10.0,-4.0,1,0,15,16.0,3.0,13.0,5,0,3,-5.0,15,9.0,-12,-17.0,19,1,-18,94,278,-184,-54.0,164.0,1414.9708098001793,1811.894327672797,-396.9235178726181,11.0,17.0,3.2,5.8,19.0,6.8,8.2,3.0,-8.0,-4.999999999999999,0
A,20,9,8.0,4.0,4.0,2,3,6,6.0,7.0,-1.0,1,3,9,2.0,8,2.0,3,5.0,13,4,-9,149,255,-106,-42.0,108.0,1467.4426755056852,1654.4495292786094,-187.00685377292416,14.8,11.2,5.0,3.4,20.0,8.8,6.6,3.6,-5.199999999999999,-1.5999999999999996,0
H,20,10,6.0,2.0,4.0,3,1,4,5.0,11.0,-6.0,1,1,15,7.0,2,-6.0,6,10.0,2,11,9,272,169,103,119.0,-44.0,1724.9073349396842,1453.2970389414224,271.6102959982618,21.0,6.2,6.2,1.4,11.8,15.8,4.4,7.0,9.2,1.7999999999999998,0
D,20,3,5.0,8.0,-3.0,1,0,4,1.0,6.0,-5.0,1,1,0,-7.0,3,-6.0,-1,2.0,19,26,7,94,21,73,-55.0,-10.0,1412.0145428901285,1476.39560630144,-64.38106341131152,10.6,16.8,3.2,5.2,9.6,18.6,2.4,5.8,1.0,0.8000000000000003,0
A,20,3,4.0,9.0,-5.0,1,0,4,3.0,13.0,-10.0,1,1,7,-2.0,0,-11.0,-1,5.0,15,12,-3,110,157,-47,-44.0,-58.0,1448.5618597490095,1404.7517605877945,43.81009916121525,11.0,12.4,1.8,5.2,9.4,15.4,3.0,6.4,1.5999999999999996,-1.2,0
D,20,8,9.0,6.0,3.0,2,2,8,4.0,5.0,-1.0,2,2,7,0.0,8,1.0,0,4.0,25,16,-9,23,106,-83,-14.0,-40.0,1485.3554613522367,1538.411573585672,-53.056112233435215,13.8,11.8,5.6,4.6,7.4,15.6,3.4,5.0,6.4,2.1999999999999997,0
H,20,9,13.0,4.0,9.0,2,3,7,10.0,10.0,0.0,2,1,9,8.0,8,3.0,2,9.0,6,7,1,236,193,43,76.0,8.0,1677.0267417989182,1538.319074576709,138.70766722220924,18.8,6.6,6.6,2.6,12.4,13.0,5.2,4.2,6.4,1.3999999999999995,0
H,20,2,5.0,14.0,-9.0,0,2,9,5.0,2.0,3.0,2,3,5,-1.0,6,-2.0,-7,-12.0,17,9,-8,105,182,-77,-47.0,14.0,1453.8989313673703,1552.2263801449665,-98.32744877759616,12.4,15.6,5.0,5.4,6.8,17.8,3.2,4.2,5.6000000000000005,1.7999999999999998,0
D,20,8,8.0,7.0,1.0,2,2,2,5.0,12.0,-7.0,0,2,10,4.0,1,-8.0,6,8.0,5,8,3,248,188,60,91.0,22.0,1689.4032775106486,1466.8603550554355,222.5429224552131,13.4,10.8,4.4,4.8,10.4,15.4,4.2,7.0,3.0,0.20000000000000018,0
D,20,8,10.0,7.0,3.0,2,2,15,15.0,2.0,13.0,5,0,8,1.0,15,9.0,-7,-10.0,13,1,-12,149,281,-132,-43.0,165.0,1459.3092575061091,1814.850594582848,-355.54133707673896,16.0,10.4,5.0,4.0,18.6,6.6,7.8,2.6,-2.6000000000000014,-2.8,0
D,20,2,2.0,6.0,-4.0,0,2,9,8.0,6.0,2.0,2,3,3,-5.0,8,0.0,-7,-6.0,14,3,-11,147,258,-111,-48.0,109.0,1408.6644742117423,1662.5829472781854,-253.91847306644308,11.8,11.2,3.4,3.8,16.6,10.4,5.4,3.2,-4.800000000000001,-2.0000000000000004,0
D,20,5,1.0,4.0,-3.0,1,2,4,5.0,13.0,-8.0,1,1,6,-3.0,5,-4.0,1,5.0,26,16,-10,22,108,-86,-10.0,-46.0,1473.464224243059,1474.309936509291,-0.8457122662316578,10.2,17.0,2.6,5.0,14.0,12.0,5.4,4.0,-3.8000000000000007,-2.8000000000000003,0
A,20,6,3.0,5.0,-2.0,1,3,11,14.0,4.0,10.0,3,2,9,0.0,13,14.0,-5,-12.0,17,6,-11,107,239,-132,-40.0,77.0,1535.9870663189197,1686.958065168488,-150.97099884956833,8.0,14.0,3.2,4.8,17.6,7.4,7.2,2.4,-9.600000000000001,-4.0,0
A,20,8,5.0,3.0,2.0,2,2,9,7.0,5.0,2.0,2,3,13,9.0,10,4.0,-1,0.0,9,5,-4,182,249,-67,13.0,91.0,1531.8153750030458,1680.359112244403,-148.54373724135712,7.4,17.0,3.0,5.0,14.8,9.6,4.0,4.0,-7.4,-1.0,0
H,20,4,8.0,10.0,-2.0,1,1,6,7.0,6.0,1.0,1,3,7,-3.0,4,-8.0,-2,-3.0,7,25,18,193,24,169,7.0,-14.0,1528.3877512071392,1487.779968618989,40.60778258815026,11.2,14.4,4.4,4.6,10.6,12.6,4.6,5.0,0.5999999999999996,-0.1999999999999993,0
A,20,4,4.0,11.0,-7.0,1,1,4,3.0,5.0,-2.0,1,1,7,-3.0,4,-5.0,0,-5.0,11,19,8,169,95,74,-49.0,-55.0,1447.7564657974028,1414.9459249485092,32.81054084889365,11.2,16.0,4.0,7.2,10.8,16.2,2.8,4.8,0.3999999999999986,1.2000000000000002,0
A,20,2,4.0,11.0,-7.0,0,2,8,8.0,5.0,3.0,2,2,5,-1.0,6,2.0,-6,-10.0,8,13,5,189,150,39,22.0,-43.0,1475.9045203216813,1471.6487692271949,4.255751094486413,10.8,16.2,4.2,6.4,13.2,11.2,3.6,3.8,-2.3999999999999986,0.6000000000000001,0
A,20,4,4.0,14.0,-10.0,1,1,12,16.0,7.0,9.0,4,0,5,-4.0,4,-3.0,-8,-19.0,12,4,-8,160,257,-97,-57.0,118.0,1422.7586648109325,1686.348495282057,-263.58983047112474,7.6,15.8,3.2,7.0,17.2,10.4,7.2,5.2,-9.6,-4.0,0
H,20,13,13.0,1.0,12.0,4,1,3,5.0,10.0,-5.0,1,0,15,11.0,3,-1.0,10,17.0,1,15,14,282,110,172,165.0,-45.0,1802.5110828617624,1430.5549555258715,371.95612733589087,18.8,7.0,7.2,1.8,10.6,12.6,2.2,5.0,8.200000000000001,5.0,0
H,20,8,9.0,6.0,3.0,2,2,3,3.0,6.0,-3.0,0,3,5,-3.0,2,-4.0,5,6.0,10,14,4,172,148,24,-22.0,-48.0,1458.4727375622715,1418.64169995127,39.83103761100165,10.8,19.0,4.0,3.8,13.2,10.4,3.8,4.0,-2.3999999999999986,0.20000000000000018,0
D,20,9,8.0,6.0,2.0,2,3,13,11.0,1.0,10.0,4,1,10,6.0,8,5.0,-4,-8.0,4,2,-2,259,275,-16,109.0,124.0,1652.6057215386577,1730.447908083704,-77.84218654504616,17.2,12.0,5.0,3.2,21.4,5.4,8.2,1.2,-4.199999999999999,-3.1999999999999993,0
D,20,12,13.0,6.0,7.0,4,0,8,10.0,7.0,3.0,2,2,13,10.0,4,-4.0,4,4.0,3,10,7,260,175,85,120.0,-21.0,1692.1037851748224,1472.646444484206,219.45734069061652,15.6,11.2,6.0,4.8,12.4,17.2,4.6,4.0,3.1999999999999993,1.4000000000000004,0
D,20,11,10.0,2.0,8.0,3,2,4,7.0,9.0,-2.0,1,1,15,11.0,7,2.0,7,10.0,2,7,5,276,196,80,124.0,10.0,1726.9219445186382,1542.5261628086605,184.39578170997788,22.8,6.8,8.4,2.0,10.2,13.2,3.2,4.0,12.600000000000001,5.2,0
H,20,8,8.0,5.0,3.0,2,2,3,3.0,7.0,-4.0,0,3,8,1.0,6,0.0,5,7.0,13,17,4,153,107,46,-42.0,-41.0,1487.8447440066066,1526.5326612912168,-38.687917284610194,12.6,11.8,3.6,4.0,8.6,15.0,3.6,4.4,4.0,0.0,0
A,20,6,6.0,6.0,0.0,1,3,8,11.0,8.0,3.0,2,2,5,-1.0,5,-2.0,-2,-3.0,25,10,-15,24,176,-152,-17.0,-21.0,1473.641557017468,1481.5934306654008,-7.951873647932871,10.4,12.4,4.4,5.0,11.8,19.0,4.8,5.0,-1.4000000000000004,-0.39999999999999947,0
D,20,7,4.0,4.0,0.0,2,1,4,4.0,12.0,-8.0,1,1,1,-6.0,3,-8.0,3,8.0,19,12,-7,98,160,-62,-54.0,-59.0,1432.4524304049012,1417.0033749181669,15.449055486734323,10.4,17.0,3.2,4.8,7.8,13.6,2.8,6.0,2.6000000000000005,0.40000000000000036,0
H,20,10,12.0,7.0,5.0,3,1,5,4.0,5.0,-1.0,1,2,11,9.0,5,-3.0,5,6.0,3,9,6,261,182,79,120.0,11.0,1683.1567989936275,1522.2676329100943,160.88916608353315,16.8,10.4,6.0,4.2,8.4,18.0,2.2,5.4,8.4,3.8,0
D,20,3,5.0,11.0,-6.0,1,0,2,4.0,9.0,-5.0,0,2,4,-5.0,2,-5.0,1,-1.0,15,8,-7,110,189,-79,-47.0,21.0,1427.1898043703495,1459.7085455422696,-32.518741171920055,10.6,13.2,2.6,5.6,10.4,15.2,4.0,5.0,0.1999999999999993,-1.4,0
H,20,2,4.0,8.0,-4.0,0,2,6,3.0,4.0,-1.0,1,3,4,-1.0,1,-7.0,-4,-3.0,14,26,12,148,23,125,-49.0,-10.0,1404.467993029336,1473.5031706552825,-69.03517762594652,14.0,10.2,4.2,4.0,11.8,17.2,3.0,5.0,2.1999999999999993,1.2000000000000002,0
H,20,5,7.0,14.0,-7.0,1,2,9,10.0,8.0,2.0,2,3,5,-4.0,9,2.0,-4,-9.0,16,4,-12,109,260,-151,-46.0,109.0,1474.270990097068,1656.1316851037234,-181.86069500665556,16.4,13.2,5.6,4.8,15.6,14.6,5.6,4.4,0.7999999999999989,0.0,0
H,20,13,16.0,5.0,11.0,4,1,13,12.0,2.0,10.0,4,1,9,6.0,13,7.0,0,1.0,6,1,-5,242,285,-43,78.0,167.0,1696.412470196191,1805.8762340172843,-109.46376382109338,18.6,8.8,7.2,3.0,17.6,7.0,6.6,2.0,1.0,0.6000000000000005,0
H,20,9,8.0,5.0,3.0,2,3,4,4.0,11.0,-7.0,1,1,8,1.0,1,-11.0,5,10.0,5,11,6,252,169,83,93.0,-50.0,1689.9068543373544,1430.2499603410108,259.6568939963436,17.2,9.2,4.8,2.6,10.6,16.8,3.4,8.0,6.6,1.4,0
H,20,5,7.0,6.0,1.0,1,2,4,6.0,9.0,-3.0,1,1,10,2.0,3,-2.0,1,4.0,7,16,9,197,111,86,10.0,-47.0,1550.301230845365,1428.682990037794,121.61824080757084,10.8,14.0,3.0,4.2,11.2,12.2,2.8,4.6,-0.3999999999999986,0.20000000000000018,0
D,20,8,12.0,9.0,3.0,2,2,8,9.0,11.0,-2.0,2,2,8,1.0,3,-5.0,0,5.0,10,15,5,179,112,67,-18.0,-45.0,1497.2272972792534,1497.9565654563405,-0.7292681770868512,10.6,17.2,4.6,5.4,17.8,11.4,6.2,4.0,-7.200000000000001,-1.6000000000000005,0
H,20,4,4.0,11.0,-7.0,1,1,3,3.0,9.0,-6.0,0,3,6,-4.0,4,-7.0,1,-1.0,11,25,14,169,24,145,-53.0,-20.0,1424.3870308150608,1458.0076904036152,-33.62065958855442,9.4,18.0,4.4,8.4,9.0,11.4,3.0,5.6,0.40000000000000036,1.4000000000000004,0
H,20,10,11.0,5.0,6.0,3,1,8,5.0,4.0,1.0,2,2,15,11.0,7,-1.0,2,5.0,1,19,18,285,99,186,166.0,-54.0,1784.9956709535395,1431.741443638568,353.2542273149718,15.8,8.8,5.2,3.0,10.8,14.0,3.6,4.8,5.0,1.6,0
A,20,2,3.0,8.0,-5.0,0,2,9,9.0,4.0,5.0,2,3,6,-3.0,13,7.0,-7,-10.0,17,5,-12,107,255,-148,-42.0,96.0,1508.7583443167496,1695.7697838633044,-187.0114395465548,8.0,16.0,2.8,4.4,19.6,9.0,6.0,2.6,-11.600000000000001,-3.2,0
A,20,5,3.0,6.0,-3.0,1,2,9,9.0,2.0,7.0,2,3,6,-3.0,6,1.0,-4,-10.0,26,2,-24,23,277,-254,-12.0,124.0,1454.3651724430465,1719.1468764819335,-264.781704038887,12.0,18.0,2.8,4.6,21.4,8.4,8.2,1.8,-9.399999999999999,-5.3999999999999995,0
H,20,6,10.0,10.0,0.0,1,3,8,6.0,5.0,1.0,2,2,8,4.0,9,4.0,-2,-1.0,4,13,9,260,156,104,108.0,-41.0,1632.446109744451,1505.6190609810735,126.8270487633772,13.4,15.2,5.2,5.0,13.4,11.2,2.8,4.0,0.0,2.4000000000000004,0
D,20,2,1.0,8.0,-7.0,0,2,5,5.0,6.0,-1.0,1,2,10,6.0,2,-4.0,-3,-6.0,9,14,5,182,151,31,7.0,-47.0,1513.1890427446135,1423.605991241572,89.58305150304159,7.4,20.4,0.8,6.8,14.6,11.2,4.0,3.6,-7.199999999999999,-3.2,0
D,20,3,6.0,10.0,-4.0,0,3,13,15.0,3.0,12.0,4,1,5,-1.0,7,1.0,-10,-16.0,8,3,-5,190,264,-74,21.0,124.0,1458.215359874825,1692.2353891591083,-234.02002928428328,11.2,13.6,4.4,4.2,19.4,7.8,7.6,2.0,-8.2,-3.1999999999999993,0
H,20,5,4.0,10.0,-6.0,1,2,13,16.0,8.0,8.0,4,1,5,-5.0,13,12.0,-8,-14.0,12,6,-6,161,245,-84,-59.0,79.0,1417.7143616845,1717.2930332599356,-299.57867157543546,7.8,13.6,3.2,5.4,17.6,9.8,7.2,3.4,-9.8,-4.0,0
A,20,2,2.0,10.0,-8.0,0,2,12,13.0,6.0,7.0,4,0,5,-3.0,10,8.0,-10,-15.0,25,6,-19,24,245,-221,-22.0,78.0,1440.464216530736,1690.134336131872,-249.6701196011361,8.2,11.2,3.0,5.6,19.0,8.2,6.2,3.0,-10.8,-3.2,0
H,20,7,4.0,9.0,-5.0,2,1,8,11.0,8.0,3.0,2,2,7,-4.0,6,0.0,-1,-8.0,12,4,-8,164,263,-99,-58.0,111.0,1444.8730588125636,1642.8518131035476,-197.97875429098397,7.0,15.2,3.2,5.2,14.4,14.2,6.4,4.2,-7.4,-3.2,0
D,20,9,11.0,7.0,4.0,2,3,7,6.0,8.0,-2.0,2,1,8,1.0,8,1.0,2,6.0,10,13,3,180,156,24,-18.0,-44.0,1497.260881270599,1495.2133576219771,2.047523648621791,9.2,16.6,4.2,5.2,12.6,13.0,2.8,5.6,-3.4000000000000004,1.4000000000000004,0
H,20,10,10.0,6.0,4.0,3,1,6,5.0,4.0,1.0,1,3,15,12.0,2,-4.0,4,3.0,1,14,13,288,152,136,168.0,-47.0,1788.6990563637892,1427.6423881302685,361.0566682335207,17.2,9.0,6.0,3.6,14.2,11.2,3.6,3.4,3.0,2.4,0
H,20,2,2.0,9.0,-7.0,0,2,7,7.0,4.0,3.0,2,1,8,2.0,7,2.0,-5,-10.0,9,7,-2,183,200,-17,7.0,12.0,1509.152645855917,1560.9185774346056,-51.76593157868865,8.2,18.4,1.6,6.2,10.4,12.4,3.4,3.6,-2.200000000000001,-1.7999999999999998,0
H,20,11,13.0,4.0,9.0,3,2,11,8.0,2.0,6.0,3,2,13,13.0,13,6.0,0,3.0,3,5,2,265,258,7,124.0,97.0,1682.8382811442643,1703.9030417306203,-21.06476058635621,19.2,8.8,6.4,2.4,18.2,9.4,5.2,2.4,1.0,1.2000000000000002,0
D,20,4,3.0,10.0,-7.0,1,1,4,6.0,10.0,-4.0,1,1,9,1.0,0,-7.0,0,-3.0,11,16,5,172,111,61,-51.0,-49.0,1441.93050468794,1418.0656434485534,23.864861239386755,9.8,15.8,4.6,7.6,10.8,11.2,3.2,5.0,-1.0,1.3999999999999995,0
D,20,3,6.0,10.0,-4.0,0,3,2,2.0,10.0,-8.0,0,2,3,-4.0,1,-8.0,1,4.0,8,26,18,191,23,168,21.0,-16.0,1467.612467889669,1448.6421965190004,18.97027137066857,10.8,15.0,4.0,4.0,11.2,18.2,2.8,6.4,-0.3999999999999986,1.2000000000000002,0
A,20,11,13.0,2.0,11.0,3,2,9,10.0,8.0,2.0,2,3,13,10.0,3,-5.0,2,9.0,2,15,13,280,113,167,128.0,-45.0,1724.8698524059796,1497.9229814649948,226.9468709409848,19.2,9.4,8.6,2.4,18.4,11.0,6.6,3.8,0.8000000000000007,2.0,0
D,20,5,3.0,5.0,-2.0,1,2,2,3.0,6.0,-3.0,0,2,2,-3.0,3,-2.0,3,1.0,19,17,-2,99,107,-8,-56.0,-43.0,1428.0380582283185,1500.6250864494334,-72.5870282211149,9.8,14.4,3.6,5.4,9.6,14.8,2.8,3.2,0.20000000000000107,0.8000000000000003,0
A,20,5,5.0,7.0,-2.0,1,2,4,5.0,6.0,-1.0,0,4,6,1.0,3,-4.0,1,-1.0,14,8,-6,152,192,-40,-50.0,21.0,1424.0835687290742,1466.739721727667,-42.65615299859292,11.4,13.6,3.2,4.8,11.2,13.6,3.4,3.0,0.20000000000000107,-0.19999999999999973,0
H,20,10,6.0,2.0,4.0,3,1,1,1.0,12.0,-11.0,0,1,8,3.0,4,-4.0,9,15.0,5,26,21,258,24,234,95.0,-25.0,1686.9341605377515,1434.3209614092696,252.61319912848197,14.8,13.2,4.6,3.2,5.6,11.0,1.6,5.6,9.200000000000001,2.9999999999999996,0
H,20,3,3.0,9.0,-6.0,0,3,9,9.0,5.0,4.0,2,3,5,-7.0,8,5.0,-6,-10.0,25,10,-15,24,181,-157,-16.0,-18.0,1449.5149426810024,1497.166590413564,-47.65164773256174,11.4,16.8,3.0,5.4,8.8,13.2,3.8,3.8,2.5999999999999996,-0.7999999999999998,0
D,20,7,7.0,4.0,3.0,2,1,10,7.0,5.0,2.0,3,1,10,3.0,4,-7.0,-3,1.0,7,12,5,200,167,33,11.0,-56.0,1542.552153320235,1469.1167937614591,73.43535955877587,9.8,12.0,2.6,4.2,8.0,12.6,3.2,4.2,1.8000000000000007,-0.6000000000000001,0
H,20,5,9.0,9.0,0.0,1,2,4,4.0,10.0,-6.0,1,1,8,2.0,5,-4.0,1,6.0,4,9,5,263,186,77,109.0,8.0,1618.608078154652,1527.5190699702875,91.0890081843645,13.0,13.4,5.4,4.6,8.6,16.6,1.8,5.8,4.4,3.6000000000000005,0
D,20,2,2.0,5.0,-3.0,0,2,10,12.0,6.0,6.0,3,1,6,-3.0,10,5.0,-8,-9.0,17,1,-16,108,291,-183,-43.0,171.0,1497.3301313060342,1792.2578757649835,-294.9277444589493,11.2,13.0,2.8,2.8,16.6,8.4,6.8,3.4,-5.400000000000002,-4.0,0
H,20,11,10.0,5.0,5.0,3,2,4,2.0,9.0,-7.0,1,1,8,-2.0,1,-13.0,7,12.0,15,11,-4,116,173,-57,-42.0,-51.0,1523.1041654951257,1440.8332123905466,82.27095310457912,15.4,13.2,5.6,3.8,9.0,14.6,4.0,6.4,6.4,1.5999999999999996,0
D,20,8,5.0,6.0,-1.0,2,2,6,4.0,5.0,-1.0,1,3,8,1.0,6,-3.0,2,0.0,13,19,6,157,100,57,-44.0,-56.0,1495.307648479012,1431.3330133717177,63.97463510729426,11.2,11.4,3.0,4.4,11.4,12.2,4.0,4.6,-0.20000000000000107,-1.0,0
D,20,12,11.0,6.0,5.0,4,0,11,10.0,2.0,8.0,3,2,11,7.0,8,2.0,1,-3.0,6,3,-3,248,268,-20,81.0,126.0,1696.2775912533384,1699.8071623371334,-3.5295710837949628,17.4,7.8,5.8,2.4,20.4,6.8,6.2,1.8,-3.0,-0.40000000000000036,0
H,20,2,4.0,9.0,-5.0,0,2,8,11.0,5.0,6.0,2,2,5,-3.0,8,5.0,-6,-11.0,16,2,-14,112,280,-168,-49.0,125.0,1419.162935745947,1699.6886683758487,-280.52573262990177,11.0,11.2,3.4,4.8,18.4,10.0,8.0,3.2,-7.399999999999999,-4.6,0
H,20,10,13.0,7.0,6.0,3,1,8,7.0,3.0,4.0,2,2,15,14.0,4,0.0,2,2.0,1,7,6,292,201,91,171.0,11.0,1781.2102146480745,1539.219806751412,241.9904078966624,17.6,8.0,7.4,3.8,11.0,9.2,3.4,3.2,6.600000000000001,4.0,0
H,20,6,8.0,7.0,1.0,1,3,5,7.0,8.0,-1.0,1,2,6,0.0,1,-6.0,1,2.0,10,16,6,181,115,66,-20.0,-46.0,1478.9858079089795,1445.853550432569,33.132257476410814,7.0,15.4,3.0,4.2,13.4,10.8,4.2,4.6,-6.4,-1.2000000000000002,0
H,20,4,4.0,13.0,-9.0,1,1,8,6.0,7.0,-1.0,2,2,8,1.0,8,1.0,-4,-8.0,9,13,4,186,158,28,4.0,-44.0,1515.6203336584636,1492.394358752087,23.22597490637645,9.6,15.8,2.0,5.8,13.4,10.6,4.0,5.2,-3.8000000000000007,-2.0,0
H,20,8,6.0,5.0,1.0,2,2,2,3.0,6.0,-3.0,0,2,7,-3.0,4,-1.0,6,4.0,12,17,5,168,109,59,-56.0,-43.0,1472.4491403302825,1508.3777924229437,-35.9286520926612,6.8,13.4,2.6,4.4,10.6,16.4,2.6,4.0,-3.8,0.0,0
H,20,9,10.0,4.0,6.0,2,3,7,13.0,9.0,4.0,2,1,13,11.0,5,-2.0,2,2.0,3,4,1,269,266,3,126.0,113.0,1699.6446251733296,1630.506814466476,69.13781070685354,20.6,7.0,6.4,2.2,13.2,12.8,6.0,4.4,7.400000000000002,0.40000000000000036,0
D,20,4,3.0,6.0,-3.0,1,1,5,6.0,10.0,-4.0,1,2,7,0.0,2,-6.0,-1,1.0,11,25,14,173,27,146,-52.0,-14.0,1428.552669407169,1467.6957251855868,-39.14305577841742,11.4,13.4,4.6,5.6,13.6,15.4,3.4,5.2,-2.1999999999999993,1.1999999999999997,0
A,20,6,8.0,8.0,0.0,1,3,10,11.0,7.0,4.0,3,1,3,-4.0,10,7.0,-4,-4.0,8,6,-2,195,249,-54,22.0,81.0,1480.785144222311,1696.4401284171422,-215.6549841948313,12.2,12.4,3.8,3.0,15.8,9.0,5.2,3.4,-3.6000000000000014,-1.4000000000000004,0
H,20,0,1.0,14.0,-13.0,0,0,11,10.0,5.0,5.0,3,2,2,-8.0,5,-2.0,-11,-18.0,26,15,-11,24,119,-95,-27.0,-41.0,1428.2613646456273,1535.384708478503,-107.12334383287566,5.8,12.0,1.4,6.2,14.6,14.6,5.8,4.4,-8.8,-4.4,0
H,20,6,5.0,6.0,-1.0,1,3,12,8.0,2.0,6.0,4,0,3,-2.0,10,2.0,-6,-7.0,18,5,-13,101,261,-160,-56.0,97.0,1434.2463030986426,1692.9937573013938,-258.7474542027512,11.4,14.4,5.2,5.2,15.0,12.4,5.4,2.6,-3.5999999999999996,-0.20000000000000018,0
H,20,5,7.0,9.0,-2.0,1,2,4,6.0,9.0,-3.0,1,1,10,5.0,2,-6.0,1,1.0,2,14,12,280,152,128,122.0,-51.0,1672.9980536892267,1410.0381462344303,262.9599074547964,15.6,14.0,6.2,4.6,10.4,13.4,3.2,5.0,5.199999999999999,3.0,0
H,20,5,5.0,9.0,-4.0,1,2,11,7.0,3.0,4.0,3,2,8,-1.0,5,-6.0,-6,-8.0,24,12,-12,28,171,-143,-14.0,-55.0,1465.900709085464,1490.0978431081578,-24.197134022693945,13.4,13.2,3.4,4.2,7.6,13.6,3.2,3.6,5.800000000000001,0.19999999999999973,0
D,20,5,5.0,8.0,-3.0,1,2,5,4.0,6.0,-2.0,1,2,8,2.0,1,-10.0,0,-1.0,7,11,4,201,174,27,7.0,-52.0,1532.854115260372,1430.3476855072922,102.50642975307984,9.2,11.8,2.8,5.2,12.2,13.4,4.4,5.6,-3.0,-1.6000000000000005,0
D,20,2,2.0,5.0,-3.0,0,2,6,7.0,8.0,-1.0,1,3,4,-4.0,5,-3.0,-4,-2.0,17,8,-9,109,195,-86,-44.0,20.0,1490.729089645068,1473.611042746165,17.11804689890323,10.6,15.0,2.0,3.8,11.4,13.4,4.0,3.0,-0.8000000000000007,-2.0,0
H,20,5,6.0,7.0,-1.0,1,2,7,7.0,12.0,-5.0,2,1,7,0.0,4,-8.0,-2,4.0,16,9,-7,115,189,-74,-48.0,6.0,1431.3747388556726,1530.552328444194,-99.1775895885214,14.2,9.0,4.2,4.0,9.4,14.8,3.0,5.4,4.799999999999999,1.2000000000000002,0
H,20,10,11.0,6.0,5.0,3,1,8,9.0,6.0,3.0,2,2,11,7.0,8,4.0,2,2.0,6,10,4,252,184,68,83.0,-18.0,1703.6142298932884,1493.464619485876,210.1496104074124,15.2,7.6,5.0,3.4,8.0,11.4,3.6,3.4,7.199999999999999,1.4,0
A,20,4,5.0,10.0,-5.0,1,1,3,5.0,12.0,-7.0,1,0,5,0.0,4,-4.0,1,2.0,14,26,12,152,27,125,-54.0,-24.0,1404.2657204713555,1449.0439761751036,-44.77825570374807,10.0,14.8,2.8,5.6,7.6,11.2,2.0,5.6,2.4000000000000004,0.7999999999999998,0
D,20,10,9.0,7.0,2.0,3,1,6,5.0,6.0,-1.0,1,3,10,-1.0,7,-1.0,4,3.0,15,18,3,119,104,15,-44.0,-55.0,1514.6020969490266,1460.358262162736,54.24383478629056,10.8,14.6,4.6,4.0,10.6,14.8,4.6,5.6,0.20000000000000107,0.0,0
A,20,5,5.0,9.0,-4.0,1,2,11,10.0,3.0,7.0,3,2,8,1.0,8,2.0,-6,-11.0,13,3,-10,158,272,-114,-46.0,127.0,1477.4623639663566,1712.5020825983847,-235.0397186320281,14.4,10.8,4.0,5.6,18.0,7.6,6.0,2.2,-3.5999999999999996,-2.0,0
H,20,9,6.0,3.0,3.0,3,0,7,8.0,7.0,1.0,2,1,11,6.0,8,3.0,2,2.0,5,2,-3,261,283,-22,96.0,125.0,1666.8817982373002,1678.7704794523015,-11.88868121500127,13.4,12.0,5.4,3.2,15.8,12.8,6.6,3.6,-2.4000000000000004,-1.1999999999999993,0
A,20,6,11.0,8.0,3.0,2,0,10,15.0,7.0,8.0,3,1,11,8.0,8,4.0,-4,-5.0,4,1,-3,266,295,-29,112.0,175.0,1617.649357041421,1787.575906139114,-169.92654909769317,11.6,12.6,5.0,4.4,18.0,7.0,8.2,3.4,-6.4,-3.1999999999999993,0
D,20,5,6.0,9.0,-3.0,1,2,8,9.0,8.0,1.0,2,2,9,5.0,5,-4.0,-3,-4.0,7,15,8,202,120,82,7.0,-44.0,1528.2658840242962,1512.124176850772,16.141707173524082,10.2,9.6,4.4,4.2,11.8,15.2,4.6,4.2,-1.6000000000000014,-0.1999999999999993,0
D,20,6,6.0,7.0,-1.0,1,3,6,5.0,4.0,1.0,1,3,3,-3.0,2,-9.0,0,-2.0,8,11,3,196,175,21,20.0,-52.0,1474.398720677909,1434.935916743368,39.46280393454094,12.0,12.0,4.4,2.8,11.2,13.2,3.8,5.6,0.8000000000000007,0.6000000000000005,0
